StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,N/A_Browser,N/A_Version,N/A_Operating System,N/A_Resolution,Q1,Q2,Q3,Q91,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q76,Q12,Q13,Q15,Q16,Q17,Q18_1,Q18_2,Q18_3,Q18_4,Q18_5,Q18_6,Q18_7,Q18_8,Q19,NetID,FirstName,LastName,PrimaryAffiliation,FullEmailAddress,NetIDEmail
2024-07-09 11:32:29,2024-07-09 11:32:29,Survey Test,,100,0,True,2024-07-09 11:32:29,R_2f77J10vcOXpmAK,,,,,,,test,,tincidunt,elementum,ultricies,scelerisque,Montes vol,Pharet,Junior,Trinity,"Classical Civilization,French Studies",Italian Studies,Islamic Studies,"Atlanta GA,Nashville TN,EU",Hospitality and Tourism,"None / Not listed,MBA (Masters of Business Administration),JD (Juris Doctorate/Law),PhD (Doctor of Philosophy),MFA (Master of Fine Arts),MA (Master of Arts),MS (Master of Science),Psy.D (Doctor of Psychology),MEM (Master of Engineering Management),MSN (Master of Science in Nursing),MEM (Master of Environmental Management),MPP (Masters of Public Policy),MSW (Master of Social Work),MHA (Master of Healthcare Administration),MPA (Master of Public Administration),MPH (Master of Public Health),MEng (Master of Engineering),DVM (Doctor of Veterinary Medicine)",Family Time,"Personal growth and self-improvement,Emotional support","Hispanic or Latinx,Native American or American Indian,White,Other","NPHC (African American Greek letter organizations),Dance Team,Selective Living Groups (SLG)",Prefer not to answer,Yes,Yes,7,4,9,5,4,2,9,0,testemail@qemailserver.com,,,,,,
2024-07-09 11:32:29,2024-07-09 11:32:29,Survey Test,,100,0,True,2024-07-09 11:32:29,R_eJsJpPQhSzzQR5I,,,,,,,test,,imperdiet,scelerisque,ullamcorper,ullamcorper,Duis neque,Pede c,Senior,Pratt,"Art History and Visual Arts,Marine Science and Conservation","Dance,Inequality Studies","Digital Intelligence,Robotics and Automation,Sustainability Engagement","Charlotte NC,Chicago IL,China",Finance / Investment / Banking,"None / Not listed,JD (Juris Doctorate/Law),MFA (Master of Fine Arts),Psy.D (Doctor of Psychology),MEM (Master of Engineering Management),MEM (Master of Environmental Management),MPP (Masters of Public Policy),MHA (Master of Healthcare Administration),MPA (Master of Public Administration),MPH (Master of Public Health),MM (Master in Management),MEng (Master of Engineering),DVM (Doctor of Veterinary Medicine)","Gardening,Athletics/Playing Sports,Music/Dance","Work-life balance and time management,Emotional support","Asian or Pacific islander,Black or African-American,Hispanic or Latinx,Middle Eastern,Native American or American Indian,White,Other","NPHC (African American Greek letter organizations),Student Athlete",No,No preference,Yes,7,9,1,3,7,2,6,3,testemail@qemailserver.com,,,,,,
2024-07-09 11:32:29,2024-07-09 11:32:29,Survey Test,,100,0,True,2024-07-09 11:32:30,R_9peBelxoAkSsRiS,,,,,,,test,,ultricies,malesuada,scelerisque,convallis,Ligula fel,Eu. Ab,Sophomore,Trinity,"Classical Civilization,Environmental Engineering,Music",Creative Writing,"Aerospace Engineering,Robotics and Automation","Baltimore MD,China","Fashion and Apparel,Veterinary Medicine","None / Not listed,MD (Doctor of Medicine),MBA (Masters of Business Administration),PhD (Doctor of Philosophy),MFA (Master of Fine Arts),MA (Master of Arts),MS (Master of Science),Psy.D (Doctor of Psychology),MeD (Master of Education),MEM (Master of Engineering Management),MSN (Master of Science in Nursing),MEM (Master of Environmental Management),MPP (Masters of Public Policy),MPA (Master of Public Administration),MPH (Master of Public Health),MM (Master in Management)","Visual Arts/Crafts,Movies/TV,Performing Arts",Skill development in a specific field,"Middle Eastern,Native American or American Indian,White,Other","Student Athlete,Selective Living Groups (SLG)",Prefer not to answer,No,No,0,9,7,2,6,0,5,8,testemail@qemailserver.com,,,,,,
2024-07-09 11:32:32,2024-07-09 11:32:32,Survey Test,,100,0,True,2024-07-09 11:32:32,R_0dgHLQcWzDQwwIu,,,,,,,test,,suspendisse,vestibulum,facilisis,fringilla,"Ultricies ",Potent,Sophomore,Pratt,"Economics,Linguistics,Sociology","Classical Archaeology,Machine Learning and Artificial Intelligence,Marine Science and Conservation",Islamic Studies,"Northern California,Southern California",International Relations,"None / Not listed,MD (Doctor of Medicine),MBA (Masters of Business Administration),MFA (Master of Fine Arts),MA (Master of Arts),MS (Master of Science),Psy.D (Doctor of Psychology),MeD (Master of Education),MEM (Master of Engineering Management),MSN (Master of Science in Nursing),MEM (Master of Environmental Management),MSW (Master of Social Work),MPA (Master of Public Administration),MPH (Master of Public Health),MM (Master in Management),MEng (Master of Engineering),DVM (Doctor of Veterinary Medicine)","Athletics/Playing Sports,Traveling,Watching Sports","Networking and professional connections,Academic success and study skills",Asian or Pacific islander,"NPHC (African American Greek letter organizations),Student Athlete,Selective Living Groups (SLG)",Yes,No,No,5,6,2,10,7,1,1,2,testemail@qemailserver.com,,,,,,
2024-07-09 11:32:32,2024-07-09 11:32:32,Survey Test,,100,0,True,2024-07-09 11:32:33,R_5dKhOhSdniQ0ZxQ,,,,,,,test,,malesuada,curabitur,malesuada,accusamus,Magnis dui,Egesta,Junior,Pratt,"Computer Science,Italian and European Studies","Computational Media,Photography","Ethics and Society,Human Rights,Islamic Studies","I don't know/Skip this question,Houston/Dallas/Austin","Arts / Creative Industries,STEM","MD (Doctor of Medicine),MBA (Masters of Business Administration),JD (Juris Doctorate/Law),MFA (Master of Fine Arts),MS (Master of Science),Psy.D (Doctor of Psychology),MEM (Master of Environmental Management),MPP (Masters of Public Policy),MSW (Master of Social Work),MHA (Master of Healthcare Administration),MPH (Master of Public Health),DVM (Doctor of Veterinary Medicine)",Visual Arts/Crafts,"Personal growth and self-improvement,Work-life balance and time management,Emotional support","Asian or Pacific islander,Black or African-American,Other,Prefer not to answer",Multicultural Greek Council (MGC),Yes,No preference,No,10,9,0,5,8,10,5,6,testemail@qemailserver.com,,,,,,
2024-07-09 11:32:33,2024-07-09 11:32:33,Survey Test,,100,0,True,2024-07-09 11:32:33,R_54OUCFZNncPkUGa,,,,,,,test,,fermentum,vulputate,ultricies,facilisis,Duis dictu,Alique,Junior,Pratt,"Political Science,Religious Studies,Statistical Science","Evolutionary Anthropology,French Studies","Documentary Studies,Materials Science and Engineering,Robotics and Automation","Washington DC,Atlanta GA",Transportation and logistics,"None / Not listed,MD (Doctor of Medicine),MBA (Masters of Business Administration),PhD (Doctor of Philosophy),MEM (Master of Engineering Management),MEM (Master of Environmental Management),DVM (Doctor of Veterinary Medicine)","Cooking/Baking,Pets,Volunteering","Networking and professional connections,Work-life balance and time management",Black or African-American,"NPHC (African American Greek letter organizations),Multicultural Greek Council (MGC)",Prefer not to answer,No,No,1,5,6,5,4,5,9,9,testemail@qemailserver.com,,,,,,
2024-07-09 11:32:33,2024-07-09 11:32:33,Survey Test,,100,0,True,2024-07-09 11:32:33,R_eCGspm42VldSlCu,,,,,,,test,,consectetuer,accusamus,malesuada,phasellus,Nibh rhonc,Erat e,Senior,Pratt,History,Asian and Middle Eastern Studies,"Global Development Engineering,Philosophy Politics and Economics","Southern California,Houston/Dallas/Austin,Richmond VA","Healthcare,Nursing","None / Not listed,MD (Doctor of Medicine),MBA (Masters of Business Administration),JD (Juris Doctorate/Law),PhD (Doctor of Philosophy),MFA (Master of Fine Arts),MA (Master of Arts),Psy.D (Doctor of Psychology),MeD (Master of Education),MEM (Master of Engineering Management),MPP (Masters of Public Policy),MSW (Master of Social Work),MHA (Master of Healthcare Administration),MPA (Master of Public Administration),MPH (Master of Public Health),MM (Master in Management),MEng (Master of Engineering),DVM (Doctor of Veterinary Medicine)","Family Time,Performing Arts","Career exploration and decision-making,Academic success and study skills,Emotional support",Asian or Pacific islander,"NPHC (African American Greek letter organizations),Greek Life (IFC/Panhel),Dance Team",Prefer not to answer,No,No,6,7,5,6,3,3,9,0,testemail@qemailserver.com,,,,,,
2024-07-09 11:32:33,2024-07-09 11:32:33,Survey Test,,100,0,True,2024-07-09 11:32:34,R_eKv85fUBGwp3ink,,,,,,,test,,consequat,suspendisse,consequat,malesuada,Tempor. Pr,"Sem, e",Junior,Trinity,"Classical Civilization,Psychology",None,"None,Health Policy","Washington DC,Boston MA",Biotechnology,"None / Not listed,MD (Doctor of Medicine),MBA (Masters of Business Administration),JD (Juris Doctorate/Law),PhD (Doctor of Philosophy),MS (Master of Science),Psy.D (Doctor of Psychology),MeD (Master of Education),MEM (Master of Engineering Management),MSN (Master of Science in Nursing),MEM (Master of Environmental Management),MPP (Masters of Public Policy),MSW (Master of Social Work),MHA (Master of Healthcare Administration),MPA (Master of Public Administration),MPH (Master of Public Health),MM (Master in Management),MEng (Master of Engineering),DVM (Doctor of Veterinary Medicine)",Fishing/Hunting,"Skill development in a specific field,Networking and professional connections,Personal growth and self-improvement","Hispanic or Latinx,Native American or American Indian,White,Other,Prefer not to answer","NPHC (African American Greek letter organizations),Student Athlete,Selective Living Groups (SLG)",Yes,Yes,Yes,4,5,0,5,9,4,5,3,testemail@qemailserver.com,,,,,,
2024-07-09 11:32:34,2024-07-09 11:32:34,Survey Test,,100,0,True,2024-07-09 11:32:34,R_8FVJByvZZ9nmSxM,,,,,,,test,,dignissim,suspendisse,vulputate,consequat,Sodales fe,Conseq,Junior,Pratt,"Psychology,Statistical Science","Brazilian and Global Portuguese Studies,Physics",Aerospace Engineering,Richmond VA,"Technology / Software / IT,Retail and e-commerce","None / Not listed,MD (Doctor of Medicine),MBA (Masters of Business Administration),PhD (Doctor of Philosophy),MSW (Master of Social Work),MPA (Master of Public Administration),MPH (Master of Public Health),DVM (Doctor of Veterinary Medicine)","Reading,Performing Arts,Fishing/Hunting",Work-life balance and time management,"Asian or Pacific islander,Black or African-American,Hispanic or Latinx,Middle Eastern,Native American or American Indian,Prefer not to answer",Dance Team,No,Yes,No,4,2,6,9,10,0,4,7,testemail@qemailserver.com,,,,,,
2024-07-09 11:32:34,2024-07-09 11:32:34,Survey Test,,100,0,True,2024-07-09 11:32:34,R_bsy2V35z9k9GdYG,,,,,,,test,,scelerisque,ullamcorper,malesuada,dignissim,Aliquet na,Turpis,Senior,Pratt,"Computer Science,Cultural Anthropology,Electrical and Computer Engineering","Computational Media,Photography,Polish Culture and Language",Latin American Studies,"I don't know/Skip this question,Raliegh/Durham/Chapel Hill,Washington DC","Non-Profit and Social Services,Real estate","MBA (Masters of Business Administration),JD (Juris Doctorate/Law)","Gaming,Traveling,Music/Dance","Networking and professional connections,Work-life balance and time management",Middle Eastern,Greek Life (IFC/Panhel),Prefer not to answer,Yes,Yes,4,10,8,8,1,6,4,8,testemail@qemailserver.com,,,,,,
2024-07-09 11:32:34,2024-07-09 11:32:34,Survey Test,,100,0,True,2024-07-09 11:32:35,R_8ukhQbLKTZGOk3I,,,,,,,test,,phasellus,imperdiet,phasellus,consequat,"Duis erat ",Sceler,Sophomore,Pratt,"Gender Sexuality and Feminist Studies,International Comparative Studies,Slavic and Eurasian Studies",Computational Biology and Bioinformatics,None,"Raliegh/Durham/Chapel Hill,Houston/Dallas/Austin","Arts / Creative Industries,Agricultural and Food Science,Accounting","None / Not listed,MD (Doctor of Medicine),PhD (Doctor of Philosophy),MS (Master of Science),MeD (Master of Education),MSN (Master of Science in Nursing),MPP (Masters of Public Policy),MSW (Master of Social Work),MHA (Master of Healthcare Administration),MPA (Master of Public Administration),MPH (Master of Public Health),MM (Master in Management),MEng (Master of Engineering),DVM (Doctor of Veterinary Medicine)",Volunteering,"Personal growth and self-improvement,Work-life balance and time management","Asian or Pacific islander,Black or African-American,Hispanic or Latinx,Middle Eastern,Native American or American Indian,White,Other,Prefer not to answer","Student Athlete,Selective Living Groups (SLG)",Prefer not to answer,No,Yes,4,5,8,6,10,7,6,5,testemail@qemailserver.com,,,,,,
2024-07-09 11:32:35,2024-07-09 11:32:35,Survey Test,,100,0,True,2024-07-09 11:32:35,R_3pVZDQMu13e5UsC,,,,,,,test,,dignissim,porttitor,vulputate,elementum,Euismod na,Sem te,Senior,Pratt,"Dance,Linguistics,Visual Arts",Brazilian and Global Portuguese Studies,Sustainability Engagement,Richmond VA,"Energy and Utilities,Private Equity","MD (Doctor of Medicine),MBA (Masters of Business Administration),JD (Juris Doctorate/Law),PhD (Doctor of Philosophy),MFA (Master of Fine Arts),MA (Master of Arts),MS (Master of Science),Psy.D (Doctor of Psychology),MeD (Master of Education),MEM (Master of Engineering Management),MSN (Master of Science in Nursing),MEM (Master of Environmental Management),MPP (Masters of Public Policy),MSW (Master of Social Work),MHA (Master of Healthcare Administration),MPA (Master of Public Administration),MPH (Master of Public Health),MM (Master in Management),MEng (Master of Engineering),DVM (Doctor of Veterinary Medicine)","Fashion,Music/Dance",Academic success and study skills,"Asian or Pacific islander,Black or African-American,Middle Eastern,Native American or American Indian,White,Other,Prefer not to answer","NPHC (African American Greek letter organizations),Greek Life (IFC/Panhel)",Yes,Yes,Yes,6,10,4,8,7,6,8,8,testemail@qemailserver.com,,,,,,
2024-07-09 11:32:35,2024-07-09 11:32:35,Survey Test,,100,0,True,2024-07-09 11:32:35,R_87hUCpyi598eEaG,,,,,,,test,,pellentesque,consequat,scelerisque,convallis,Nec portti,Ullamc,Senior,Pratt,Romance Studies,"Computer Science,Mathematics,Sociology","Energy and the Environment,Markets and Management","I don't know/Skip this question,Charlotte NC",Telecommunications,"JD (Juris Doctorate/Law),Psy.D (Doctor of Psychology),MSN (Master of Science in Nursing),MPP (Masters of Public Policy)","Visual Arts/Crafts,Fishing/Hunting",Career exploration and decision-making,"Asian or Pacific islander,Black or African-American,Hispanic or Latinx,Middle Eastern,Native American or American Indian,White,Other",Selective Living Groups (SLG),Yes,No,Yes,1,3,6,8,3,8,0,6,testemail@qemailserver.com,,,,,,
2024-07-09 11:32:35,2024-07-09 11:32:35,Survey Test,,100,0,True,2024-07-09 11:32:35,R_25EOg5liUSgK1Ya,,,,,,,test,,phasellus,fringilla,fermentum,scelerisque,Magna non?,Tincid,Senior,Trinity,"Biology,Public Policy Studies","Earth and Climate Sciences,Italian Studies","Innovation and Entrepreneurship,Policy Journalism and Media Studies,Sustainability Engagement",Denver CO,"Nursing,Artificial Intelligence / Machine Learning / Data Science,Private Equity","None / Not listed,MA (Master of Arts)","Fitness,Outdoor Activities/Hiking/Camping,Fishing/Hunting","Personal growth and self-improvement,Emotional support","Asian or Pacific islander,Black or African-American,Hispanic or Latinx,Middle Eastern,Native American or American Indian,Other,Prefer not to answer","NPHC (African American Greek letter organizations),Greek Life (IFC/Panhel)",No,No preference,No,9,9,6,1,7,6,2,5,testemail@qemailserver.com,,,,,,
2024-07-09 11:32:36,2024-07-09 11:32:36,Survey Test,,100,0,True,2024-07-09 11:32:36,R_9YMNaqoqjyedM2O,,,,,,,test,,temporibus,vulputate,accusamus,tincidunt,Nec dictum,Eu sol,Junior,Pratt,"Computational Media,Neuroscience,Theater Studies","Neuroscience,Philosophy",Information Science and Information Studies,"New York City/Tri-State area,Richmond VA,EU","Aerospace and Defense,Private Equity","None / Not listed,MD (Doctor of Medicine),MBA (Masters of Business Administration),JD (Juris Doctorate/Law),PhD (Doctor of Philosophy),MA (Master of Arts),MS (Master of Science),Psy.D (Doctor of Psychology),MEM (Master of Engineering Management),MSN (Master of Science in Nursing),MEM (Master of Environmental Management),MPP (Masters of Public Policy),MSW (Master of Social Work),MHA (Master of Healthcare Administration),MPA (Master of Public Administration),MPH (Master of Public Health),MM (Master in Management),MEng (Master of Engineering),DVM (Doctor of Veterinary Medicine)","Gardening,Outdoor Activities/Hiking/Camping,Volunteering","Skill development in a specific field,Work-life balance and time management,Emotional support","Black or African-American,Hispanic or Latinx,Middle Eastern,Native American or American Indian,Other",Multicultural Greek Council (MGC),No,No preference,Yes,4,4,5,4,9,8,1,1,testemail@qemailserver.com,,,,,,
2024-07-09 11:32:36,2024-07-09 11:32:36,Survey Test,,100,0,True,2024-07-09 11:32:36,R_6XBcjMHS23lFVm6,,,,,,,test,,consectetuer,accusamus,curabitur,accusamus,Rutrum viv,Iaculi,Junior,Pratt,"Brazilian and Global Portuguese Studies,Undecided",Visual and Media Studies,"Innovation and Entrepreneurship,Robotics and Automation",Southern California,"Finance / Investment / Banking,Media, Entertainment, and Sports,Physical Therapy","MD (Doctor of Medicine),MBA (Masters of Business Administration),JD (Juris Doctorate/Law),PhD (Doctor of Philosophy),MFA (Master of Fine Arts),MA (Master of Arts),MS (Master of Science),Psy.D (Doctor of Psychology),MeD (Master of Education),MEM (Master of Engineering Management),MSN (Master of Science in Nursing),MPP (Masters of Public Policy),MSW (Master of Social Work),MHA (Master of Healthcare Administration),MPA (Master of Public Administration),MPH (Master of Public Health),MM (Master in Management),MEng (Master of Engineering),DVM (Doctor of Veterinary Medicine)",Music/Dance,"Career exploration and decision-making,Work-life balance and time management,Emotional support",Asian or Pacific islander,"NPHC (African American Greek letter organizations),Multicultural Greek Council (MGC),Selective Living Groups (SLG)",No,No,No,3,2,8,9,2,2,1,8,testemail@qemailserver.com,,,,,,
2024-07-09 11:32:36,2024-07-09 11:32:36,Survey Test,,100,0,True,2024-07-09 11:32:36,R_9Tc146dzWriSvsi,,,,,,,test,,convallis,accusamus,venenatis,suspendisse,"Vel, id se",Facili,Senior,Pratt,"Linguistics,Psychology,Russian","African and African American Studies,Economics",Decision Sciences,"Northern California,Pacific Northwest/Seattle,EU","Energy and Utilities,International Relations","None / Not listed,MD (Doctor of Medicine),MBA (Masters of Business Administration),JD (Juris Doctorate/Law),PhD (Doctor of Philosophy),MFA (Master of Fine Arts),MA (Master of Arts),MS (Master of Science),Psy.D (Doctor of Psychology),MeD (Master of Education),MEM (Master of Engineering Management),MSN (Master of Science in Nursing),MEM (Master of Environmental Management),MPP (Masters of Public Policy),MSW (Master of Social Work),MHA (Master of Healthcare Administration),MPA (Master of Public Administration),MPH (Master of Public Health),MM (Master in Management),MEng (Master of Engineering),DVM (Doctor of Veterinary Medicine)","Family Time,Performing Arts",Skill development in a specific field,White,"Student Athlete,Dance Team",Prefer not to answer,No preference,No,4,6,9,4,7,0,1,3,testemail@qemailserver.com,,,,,,
2024-07-09 11:32:36,2024-07-09 11:32:37,Survey Test,,100,1,True,2024-07-09 11:32:37,R_eb8Giuf9ZBkfI3k,,,,,,,test,,vulputate,dignissim,venenatis,sollicitudin,Sapien fus,In arc,Sophomore,Pratt,English,"None,Polish Culture and Language,Visual Arts","East Asian Studies,Robotics and Automation",Denver CO,"Telecommunications,Environmental Science,Venture Capital","MD (Doctor of Medicine),MBA (Masters of Business Administration),MFA (Master of Fine Arts),Psy.D (Doctor of Psychology),MeD (Master of Education),MSN (Master of Science in Nursing),MPP (Masters of Public Policy),MHA (Master of Healthcare Administration),MPA (Master of Public Administration),MPH (Master of Public Health),MM (Master in Management),DVM (Doctor of Veterinary Medicine)",Traveling,"Networking and professional connections,Work-life balance and time management,Emotional support","Other,Prefer not to answer",Dance Team,No,No,Yes,2,1,2,6,6,0,2,7,testemail@qemailserver.com,,,,,,
2024-07-09 11:32:37,2024-07-09 11:32:37,Survey Test,,100,0,True,2024-07-09 11:32:37,R_ewzElV0PZZFZJ3M,,,,,,,test,,dignissim,ridiculus,suspendisse,ullamcorper,Pharetra o,Porta.,Senior,Pratt,Sociology,Electrical and Computer Engineering,"Decision Sciences,Ethics and Society,Materials Science and Engineering","Charlotte NC,Richmond VA","Technology / Software / IT,Energy and Utilities","None / Not listed,MD (Doctor of Medicine),MBA (Masters of Business Administration),MFA (Master of Fine Arts),MA (Master of Arts),MS (Master of Science),Psy.D (Doctor of Psychology),MEM (Master of Engineering Management),MEM (Master of Environmental Management),MPP (Masters of Public Policy),MPH (Master of Public Health),MM (Master in Management)",Athletics/Playing Sports,Skill development in a specific field,"Asian or Pacific islander,Black or African-American,Hispanic or Latinx,Middle Eastern,White",Dance Team,Prefer not to answer,Yes,No,5,8,10,6,8,3,9,7,testemail@qemailserver.com,,,,,,
2024-07-09 11:32:37,2024-07-09 11:32:37,Survey Test,,100,0,True,2024-07-09 11:32:38,R_06w7SBSTeJ2TPjU,,,,,,,test,,porttitor,venenatis,elementum,tincidunt,Lorem. Pel,Placer,Senior,Pratt,"German,Linguistics,Theater Studies",Medical Sociology,"Global Development Engineering,Sustainability Engagement","Raliegh/Durham/Chapel Hill,Pacific Northwest/Seattle","Construction,Architecture and Design","None / Not listed,MBA (Masters of Business Administration),JD (Juris Doctorate/Law),PhD (Doctor of Philosophy),MFA (Master of Fine Arts),MA (Master of Arts),MeD (Master of Education),MSN (Master of Science in Nursing),MEM (Master of Environmental Management),MPP (Masters of Public Policy),MSW (Master of Social Work),MPA (Master of Public Administration),MPH (Master of Public Health),MEng (Master of Engineering),DVM (Doctor of Veterinary Medicine)","Fashion,Gaming,Performing Arts","Skill development in a specific field,Networking and professional connections","Asian or Pacific islander,Middle Eastern,Native American or American Indian,White,Other","Multicultural Greek Council (MGC),Selective Living Groups (SLG)",Prefer not to answer,Yes,Yes,5,6,8,2,1,5,7,3,testemail@qemailserver.com,,,,,,
2024-07-09 11:32:38,2024-07-09 11:32:38,Survey Test,,100,0,True,2024-07-09 11:32:38,R_0iVbBvzW61qRXFQ,,,,,,,test,,vestibulum,accusamus,consequat,vestibulum,Ut placera,"Felis ",Sophomore,Pratt,"History,Spanish Latin American and Latinx Studies,Statistical Science","Global Cultural Studies,Theater Studies",Human Rights,New York City/Tri-State area,"Healthcare,Accounting","MD (Doctor of Medicine),MBA (Masters of Business Administration),PhD (Doctor of Philosophy),MFA (Master of Fine Arts),MA (Master of Arts),MS (Master of Science),Psy.D (Doctor of Psychology),MeD (Master of Education),MEM (Master of Engineering Management),MSN (Master of Science in Nursing),MEM (Master of Environmental Management),MPP (Masters of Public Policy),MHA (Master of Healthcare Administration),MPA (Master of Public Administration),MPH (Master of Public Health),MM (Master in Management),MEng (Master of Engineering),DVM (Doctor of Veterinary Medicine)",Movies/TV,Personal growth and self-improvement,"Asian or Pacific islander,Native American or American Indian",Greek Life (IFC/Panhel),Yes,No,Yes,10,5,3,0,8,4,3,2,testemail@qemailserver.com,,,,,,
2024-07-09 11:32:38,2024-07-09 11:32:38,Survey Test,,100,0,True,2024-07-09 11:32:38,R_43iiRVVCYFTZZVY,,,,,,,test,,vulputate,elementum,fringilla,scelerisque,Nibh et vo,Nonumm,Junior,Pratt,"African and African American Studies,Marine Science and Conservation","Machine Learning and Artificial Intelligence,Polish Culture and Language","East Asian Studies,Islamic Studies,Science and the Public","Houston/Dallas/Austin,Baltimore MD,EU",Hospitality and Tourism,"None / Not listed,MD (Doctor of Medicine),MBA (Masters of Business Administration),JD (Juris Doctorate/Law),PhD (Doctor of Philosophy),MA (Master of Arts),MS (Master of Science),Psy.D (Doctor of Psychology),MEM (Master of Engineering Management),MSN (Master of Science in Nursing),MEM (Master of Environmental Management),MSW (Master of Social Work),MPA (Master of Public Administration),MM (Master in Management),MEng (Master of Engineering),DVM (Doctor of Veterinary Medicine)","Fitness,Time with Friends","Networking and professional connections,Emotional support","Asian or Pacific islander,Black or African-American,Middle Eastern",Dance Team,No,Yes,No,1,2,1,5,4,5,4,2,testemail@qemailserver.com,,,,,,
2024-07-09 11:32:38,2024-07-09 11:32:38,Survey Test,,100,0,True,2024-07-09 11:32:39,R_eOQcdII0jsuXWtM,,,,,,,test,,fermentum,curabitur,elementum,malesuada,Scelerisqu,Ante r,Sophomore,Trinity,"Ancient Religion and Society,Environmental Sciences and Policy","Biology,Evolutionary Anthropology,Linguistics","Decision Sciences,Robotics and Automation","Southern California,Philadelphia and Mid/Southern New Jersey,China","Consulting and professional services,Construction,Veterinary Medicine","JD (Juris Doctorate/Law),MFA (Master of Fine Arts),MS (Master of Science),MeD (Master of Education),MSN (Master of Science in Nursing),MHA (Master of Healthcare Administration),MM (Master in Management),MEng (Master of Engineering),DVM (Doctor of Veterinary Medicine)","Athletics/Playing Sports,Movies/TV","Career exploration and decision-making,Academic success and study skills,Emotional support",Prefer not to answer,"NPHC (African American Greek letter organizations),Multicultural Greek Council (MGC),Selective Living Groups (SLG)",Prefer not to answer,No preference,No,1,9,3,9,8,3,3,10,testemail@qemailserver.com,,,,,,
2024-07-09 11:32:39,2024-07-09 11:32:39,Survey Test,,100,0,True,2024-07-09 11:32:39,R_56IcahGBVcbM6R8,,,,,,,test,,accusamus,pellentesque,facilisis,ullamcorper,Dictumst m,Sagitt,Junior,Trinity,"Classical Civilization,Statistical Science",Education,"Energy and the Environment,Ethics and Society,Policy Journalism and Media Studies","Washington DC,Southern California,EU","Retail and e-commerce,Fashion and Apparel","MD (Doctor of Medicine),JD (Juris Doctorate/Law),PhD (Doctor of Philosophy),Psy.D (Doctor of Psychology),MSW (Master of Social Work),MPH (Master of Public Health)",Gardening,"Academic success and study skills,Personal growth and self-improvement","Asian or Pacific islander,Hispanic or Latinx,Native American or American Indian,Other",Selective Living Groups (SLG),No,No,No,3,3,9,1,8,4,3,7,testemail@qemailserver.com,,,,,,
2024-07-09 11:32:39,2024-07-09 11:32:39,Survey Test,,100,0,True,2024-07-09 11:32:39,R_6S5mbelCpB1wkTk,,,,,,,test,,tincidunt,vestibulum,fringilla,curabitur,Sodales im,Et cul,Sophomore,Pratt,Art History,"Latin,Russian Culture and Language",Information Science and Information Studies,"Miami/Central Florida/Tampa Bay,EU","Healthcare,Biotechnology,Product / Product Management / UX Design","None / Not listed,DVM (Doctor of Veterinary Medicine)","Outdoor Activities/Hiking/Camping,Watching Sports","Personal growth and self-improvement,Emotional support","Black or African-American,Hispanic or Latinx,Middle Eastern,Native American or American Indian,White,Other,Prefer not to answer",,Yes,Yes,No,9,1,7,9,7,3,10,2,testemail@qemailserver.com,,,,,,
2024-07-09 11:32:39,2024-07-09 11:32:39,Survey Test,,100,0,True,2024-07-09 11:32:40,R_emtD6uAP1oc5Uhg,,,,,,,test,,consectetuer,scelerisque,pellentesque,imperdiet,Ultrices a,Tempus,Junior,Pratt,"Asian and Middle Eastern Studies,History,Medieval and Renaissance Studies",Political Science,"Child Policy Research,Ethics and Society,Sustainability Engagement",Washington DC,"Product / Product Management / UX Design,Accounting,Military","MD (Doctor of Medicine),MS (Master of Science),MEng (Master of Engineering)",Traveling,"Career exploration and decision-making,Emotional support","Other,Prefer not to answer",,No,No preference,No,2,6,2,4,1,8,9,6,testemail@qemailserver.com,,,,,,
2024-07-09 11:32:40,2024-07-09 11:32:40,Survey Test,,100,0,True,2024-07-09 11:32:40,R_1QRKKa44M8ZbyPc,,,,,,,test,,venenatis,vestibulum,imperdiet,vulputate,Ultricies!,Intege,Sophomore,Trinity,Classical Languages,"Asian and Middle Eastern Studies,Cinematic Arts,Photography",Documentary Studies,Nashville TN,"Nursing,Product / Product Management / UX Design","MA (Master of Arts),MEM (Master of Environmental Management),MSW (Master of Social Work),MHA (Master of Healthcare Administration),MPA (Master of Public Administration),MPH (Master of Public Health),DVM (Doctor of Veterinary Medicine)","Traveling,Fishing/Hunting","Networking and professional connections,Academic success and study skills","Asian or Pacific islander,Black or African-American","Multicultural Greek Council (MGC),Student Athlete",Yes,No preference,No,1,6,5,8,9,0,9,2,testemail@qemailserver.com,,,,,,
