StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,N/A_Browser,N/A_Version,N/A_Operating System,N/A_Resolution,Q1,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q112,Q14,Q15,Q17,Q16,Q18,Q19,Q20_1,Q20_2,Q20_3,Q20_4,Q20_5,Q20_6,Q20_7,Q20_8,Q21
2024-07-09 11:33:18,2024-07-09 11:33:19,Survey Test,,100,1,True,2024-07-09 11:33:19,R_8zYNslTikxyTaNo,,,,,,,test,,,tincidunt,consequat,elementum,ullamcorper,Proin vive,testemail@qemailserver.com,School of Law,"Class of 2009,Class of 2005,Class of 1986",3,French Studies,"Economics,Global Health,Religious Studies","Child Policy Research,Digital Intelligence,Global Development Engineering","Healthcare,Accounting,Religion","MS (Master of Science),MPH (Master of Public Health),MEng (Master of Engineering)","Gardening,Outdoor Activities/Hiking/Camping,Pets,Travelling,Volunteering,Music/Dance,Movies/TV,Time with Friends,Fishing/Hunting","Career exploration and decision-making,Skill development in a specific field,Networking and professional connections,Academic success and study skills,Personal growth and self-improvement,Emotional support",Asian Pacific Islander,Greek Life (IFC/Panhel),No,Yes,No,Atlanta GA,3,0,6,2,9,6,2,9,"Odio id nec. Augue, gravida ultrices odio felis accumsan, duis! Placerat imperdiet id. Aenean."
2024-07-09 11:33:19,2024-07-09 11:33:19,Survey Test,,100,0,True,2024-07-09 11:33:19,R_9HsGUKHg4d0XHBY,,,,,,,test,,,phasellus,tincidunt,vulputate,suspendisse,Enim nonum,testemail@qemailserver.com,DKU,"Class of 2008,Class of 1983",4+,German,"Creative Writing,Gender Sexuality and Feminist Studies,Russian and East European Literatures in Translation","Architectural Engineering,Global Development Engineering",Journalism,"MBA (Masters of Business Administration),MSN (Master of Science in Nursing)","Outdoor Activities/Hiking/Camping,Visual Arts/Crafts,Time with Friends",Work-life balance and time management,Asian Pacific Islander,"NPHC (African American Greek letter organizations),Multicultural Greek Council (MGC),Greek Life (IFC/Panhel),Duke International Association (IA) / International students,Dance Team,Selective Living Groups (SLG)",Yes,Yes,Yes,Denver CO,5,9,6,0,7,8,7,6,"Risus leo augue mauris rutrum. Enim porttitor curabitur metus! Purus, bibendum in aenean."
2024-07-09 11:33:19,2024-07-09 11:33:19,Survey Test,,100,0,True,2024-07-09 11:33:19,R_4NL0aOvUsSg75ye,,,,,,,test,,,porttitor,ultricies,ridiculus,ultricies,"Felis, dol",testemail@qemailserver.com,School of Nursing,Class of 2016,2,Biomedical Engineering,"Computational Media,Italian Studies",Aerospace Engineering,"Arts / Creative industries,Venture Capital",MEng (Master of Engineering),"Cooking/Baking,Family Time,Gaming,Gardening,Outdoor Activities/Hiking/Camping,Pets,Reading,Athletics/Playing Sports,Travelling,Visual Arts/Crafts,Volunteering,Music/Dance,Watching Sports,Movies/TV,Performing Arts,Time with Friends,Fishing/Hunting","Career exploration and decision-making,Academic success and study skills,Emotional support","Hispanic or Latinx,Middle Eastern",Multicultural Greek Council (MGC),No,Yes,Yes,India,8,3,5,2,5,2,5,5,"Orci arcu tempora, iaculis faucibus augue arcu primis euismod! Natoque viverra dictumst metus. Urna dignissim."
2024-07-09 11:33:19,2024-07-09 11:33:20,Survey Test,,100,1,True,2024-07-09 11:33:20,R_cUdrbuU1oPH6DtA,,,,,,,test,,,porttitor,pellentesque,imperdiet,suspendisse,Nibh est a,testemail@qemailserver.com,School of Law,"Class of 2011,Class of 1984,Class of 1958",2,Neuroscience,Energy Engineering,"Documentary Studies,Science and the Public",Retail and e-commerce,"MFA (Master of Fine Arts),Psy.D (Doctor of Psychology),MEM (Master of Engineering Management)","Cooking/Baking,Gardening,Outdoor Activities/Hiking/Camping,Pets,Reading,Athletics/Playing Sports,Travelling,Volunteering,Music/Dance,Movies/TV,Performing Arts","Career exploration and decision-making,Work-life balance and time management","Asian,Asian Pacific Islander,Black or African-American","Duke International Association (IA) / International students,Dance Team",No,Yes,Yes,Raliegh/Durham/Chapel Hill,8,3,1,5,5,4,8,5,"Nulla porttitor pellentesque orci viverra metus? Sodales faucibus consectetuer, nonummy cras phasellus."
2024-07-09 11:33:20,2024-07-09 11:33:20,Survey Test,,100,0,True,2024-07-09 11:33:20,R_9Y38hncmzy1CwLA,,,,,,,test,,,sollicitudin,imperdiet,elementum,convallis,"Mi cursus ",testemail@qemailserver.com,DKU,Class of 1961,4+,"Interdisciplinary Engineering and Applied Science (IDEAS),Political Science,Religious Studies","Electrical and Computer Engineering,Political Science",Latin American Studies,"Finance / Investment / Banking,Fashion and apparel",Psy.D (Doctor of Psychology),"Reading,Movies/TV","Skill development in a specific field,Work-life balance and time management",Black or African-American,"None of the below,Multicultural Greek Council (MGC),Greek Life (IFC/Panhel),Duke International Association (IA) / International students",Yes,Yes,Yes,Raliegh/Durham/Chapel Hill,7,4,0,2,4,4,5,6,Montes enim non ante eu viverra sollicitudin aliquet pretium arcu.
2024-07-09 11:33:20,2024-07-09 11:33:20,Survey Test,,100,0,True,2024-07-09 11:33:20,R_2fYTT5AtVJqXKAe,,,,,,,test,,,imperdiet,elementum,ullamcorper,accusamus,"Fermentum ",testemail@qemailserver.com,School of Nursing,Class of 1953,2,"Ancient Religion and Society,German,Marine Science and Conservation",Evolutionary Anthropology,Jewish Studies,"Technology / Software / IT,Academia/Higher Ed",DVM (Doctor of Veterinary Medicine),"Cooking/Baking,Family Time,Fashion,Gaming,Gardening,Outdoor Activities/Hiking/Camping,Pets,Reading,Athletics/Playing Sports,Travelling,Visual Arts/Crafts,Volunteering,Music/Dance,Movies/TV,Performing Arts,Time with Friends,Fishing/Hunting","Career exploration and decision-making,Skill development in a specific field,Networking and professional connections,Academic success and study skills,Personal growth and self-improvement,Work-life balance and time management",Asian Pacific Islander,Greek Life (IFC/Panhel),Yes,Yes,Yes,Miami/Central Florida/Tampa Bay,3,5,3,8,10,1,6,6,Viverra urna suspendisse maecenas scelerisque. Enim sed vel vivamus. Sollicitudin! Atque.
2024-07-09 11:33:20,2024-07-09 11:33:21,Survey Test,,100,1,True,2024-07-09 11:33:21,R_2c9D2YJZ60Hn8Cq,,,,,,,test,,,vestibulum,elementum,ultricies,sollicitudin,Dolor vita,testemail@qemailserver.com,"Sanford,School of Law,DKU","Class of 2000,Class of 1958",3,"Biophysics,Classical Civilization","Electrical and Computer Engineering,Finance,Musical Theater","Digital Intelligence,Islamic Studies",Artificial Intelligence / Machine Learning / Data Science,"MD (Doctor of Medicine),Psy.D (Doctor of Psychology),MM (Master in Management)","Cooking/Baking,Family Time,Fashion,Fitness,Gaming,Gardening,Outdoor Activities/Hiking/Camping,Pets,Athletics/Playing Sports,Travelling,Volunteering,Music/Dance,Watching Sports,Movies/TV,Performing Arts,Time with Friends,Fishing/Hunting","Career exploration and decision-making,Skill development in a specific field,Personal growth and self-improvement,Work-life balance and time management","Asian Pacific Islander,Other","NPHC (African American Greek letter organizations),Multicultural Greek Council (MGC),Greek Life (IFC/Panhel),Selective Living Groups (SLG)",No,No Preference,Yes,Houston/Dallas/Austin,9,6,5,7,7,4,3,2,Fusce iaculis metus faucibus leo metus augue eget. Sem in dui? Non interdum facilisis ultricies.
2024-07-09 11:33:21,2024-07-09 11:33:21,Survey Test,,100,0,True,2024-07-09 11:33:21,R_4OyzETnLfqbxjXE,,,,,,,test,,,elementum,consectetuer,imperdiet,suspendisse,Vestibulum,testemail@qemailserver.com,Trinity,"Class of 2020,Class of 2018,Class of 2011",2,"African and African American Studies,Environmental Sciences and Policy,French Studies","Global Cultural Studies,Linguistics,Medical Sociology","Ethics and Society,Jewish Studies,Latin American Studies","STEM,Agriculture and Food Science,Product / Product Management / UX design",Psy.D (Doctor of Psychology),"Cooking/Baking,Gaming,Outdoor Activities/Hiking/Camping,Pets,Athletics/Playing Sports,Travelling,Music/Dance,Performing Arts,Time with Friends","Career exploration and decision-making,Networking and professional connections","Asian,Prefer not to answer","NPHC (African American Greek letter organizations),Greek Life (IFC/Panhel)",Yes,No Preference,No,Nashville TN,0,6,1,5,0,3,4,6,"Ab, sodales turpis ullamcorper, scelerisque volutpat lectus rutrum aliquam. Ultricies montes diam."
2024-07-09 11:33:21,2024-07-09 11:33:21,Survey Test,,100,0,True,2024-07-09 11:33:21,R_6nEFNn6hF4YcLFs,,,,,,,test,,,imperdiet,pellentesque,temporibus,dignissim,Eros magna,testemail@qemailserver.com,"Sanford,The Graduate School","Class of 1977,Class of 1964,Class of 1956",3,"History,International Comparative Studies,Public Policy Studies",Inequality Studies,Global Development Engineering,"Finance / Investment / Banking,Non-profit and Social Services,Hospitality and tourism","PhD (Doctor of Philosophy),MSN (Master of Science in Nursing),MPH (Master of Public Health)","Fashion,Fitness,Reading,Visual Arts/Crafts,Volunteering,Music/Dance,Movies/TV,Time with Friends","Career exploration and decision-making,Skill development in a specific field,Networking and professional connections,Academic success and study skills","Asian,Other,Prefer not to answer","NPHC (African American Greek letter organizations),Duke International Association (IA) / International students",Yes,Yes,Yes,Atlanta GA,6,3,10,9,6,6,1,7,Vitae egestas commodo commodo bibendum aenean sed faucibus blandit tortor amet dolorem? Luctus suscipit augue.
2024-07-09 11:33:21,2024-07-09 11:33:22,Survey Test,,100,1,True,2024-07-09 11:33:22,R_a5hCKxIpJ53aYD4,,,,,,,test,,,suspendisse,ridiculus,facilisis,tincidunt,"Erat sem. ",testemail@qemailserver.com,"Fuqua,The Graduate School,DKU",Class of 1993,3,Cultural Anthropology,"Musical Theater,Sexuality Studies","Digital Intelligence,East Asian Studies","Research and Development,Architecture and Design",PhD (Doctor of Philosophy),"Cooking/Baking,Family Time,Fitness,Gaming,Gardening,Outdoor Activities/Hiking/Camping,Pets,Reading,Athletics/Playing Sports,Travelling,Visual Arts/Crafts,Volunteering,Watching Sports,Movies/TV,Performing Arts,Time with Friends,Fishing/Hunting","Skill development in a specific field,Personal growth and self-improvement","Asian,Black or African-American,Hispanic or Latinx","None of the below,NPHC (African American Greek letter organizations),Multicultural Greek Council (MGC),Greek Life (IFC/Panhel),Dance Team,Selective Living Groups (SLG)",No,Yes,No,Chicago IL,2,8,3,6,8,0,7,8,"Nibh, dolor sem orci ultrices elementum suspendisse dictumst lorem nibh suscipit, id tincidunt."
2024-07-09 11:33:22,2024-07-09 11:33:22,Survey Test,,100,0,True,2024-07-09 11:33:22,R_0iC3WR5NuDNpVFI,,,,,,,test,,,ridiculus,ridiculus,ridiculus,fringilla,Nulla orci,testemail@qemailserver.com,School of Medicine,"Class of 1999,Class of 1975,Class of 1954",3,"Linguistics and Computer Science,Public Policy Studies",Classical Archaeology,"Decision Sciences,Documentary Studies","Consulting and professional services,Non-profit and Social Services,Real estate","JD (Juris Doctorate/Law),MEM (Master of Environmental Management),MPH (Master of Public Health)","Fashion,Outdoor Activities/Hiking/Camping,Pets,Music/Dance,Movies/TV,Performing Arts","Career exploration and decision-making,Skill development in a specific field,Work-life balance and time management,Emotional support","Black or African-American,Native American or American Indian,Other","None of the below,Greek Life (IFC/Panhel),Duke International Association (IA) / International students,Dance Team",No,Yes,No,Baltimore MD,3,6,8,10,4,8,2,8,Vel diam ultrices sit! Commodo leo fusce. Sodales? Lectus. Ut montes integer blandit magnis auctor.
2024-07-09 11:33:22,2024-07-09 11:33:22,Survey Test,,100,0,True,2024-07-09 11:33:22,R_dmwDFdqNyngZYy2,,,,,,,test,,,imperdiet,fringilla,malesuada,pellentesque,Nec facili,testemail@qemailserver.com,"Sanford,School of Medicine,The Graduate School","Class of 1974,Class of 1965",1,"Classical Civilization,Mathematics","Global Health,Machine Learning and Artificial Intelligence",Digital Intelligence,"Medical,Private Equity","JD (Juris Doctorate/Law),PhD (Doctor of Philosophy),MS (Master of Science)","Cooking/Baking,Athletics/Playing Sports,Travelling,Performing Arts","Skill development in a specific field,Networking and professional connections,Emotional support","Black or African-American,Middle Eastern",NPHC (African American Greek letter organizations),Yes,Yes,No,India,2,5,5,1,8,6,9,7,"Neque phasellus massa, facilisi eu urna iaculis pellentesque tincidunt. Posuere."
2024-07-09 11:33:23,2024-07-09 11:33:23,Survey Test,,100,0,True,2024-07-09 11:33:23,R_8ply6rCPipPkGua,,,,,,,test,,,consectetuer,tincidunt,dignissim,ultricies,Sit! Fauci,testemail@qemailserver.com,"School of Medicine,Nicholas School of the Environment,Divinity School",Class of 2004,2,"Earth and Climate Sciences,Environmental Sciences,Sociology","Education,Philosophy","Decision Sciences,Latinx Studies in the Global South,Sustainability Engagement","Aerospace and Defense,Accounting",Psy.D (Doctor of Psychology),"Cooking/Baking,Family Time,Fashion,Fitness,Gaming,Gardening,Outdoor Activities/Hiking/Camping,Pets,Reading,Athletics/Playing Sports,Travelling,Visual Arts/Crafts,Volunteering,Music/Dance,Watching Sports,Movies/TV,Performing Arts,Time with Friends,Fishing/Hunting","Career exploration and decision-making,Skill development in a specific field,Networking and professional connections,Academic success and study skills,Personal growth and self-improvement,Emotional support","Native American or American Indian,Other,Prefer not to answer","NPHC (African American Greek letter organizations),Greek Life (IFC/Panhel),Selective Living Groups (SLG)",Yes,Yes,No,New York City/Tri-State area,6,3,2,6,3,2,5,2,Ipsum faucibus eu. Atque non convallis? Nec velit risus proin.
2024-07-09 11:33:23,2024-07-09 11:33:23,Survey Test,,100,0,True,2024-07-09 11:33:23,R_4MyklRFXUjwhoXA,,,,,,,test,,,ultricies,vestibulum,vestibulum,fringilla,"Vulputate ",testemail@qemailserver.com,Fuqua,"Class of 1971,Class of 1970,Class of 1962",4+,Visual and Media Studies,Chemistry,"Child Policy Research,Health Policy",Education,MA (Master of Arts),"Cooking/Baking,Fashion,Gardening,Outdoor Activities/Hiking/Camping,Athletics/Playing Sports,Visual Arts/Crafts,Volunteering,Performing Arts,Time with Friends","Career exploration and decision-making,Skill development in a specific field,Networking and professional connections,Academic success and study skills,Personal growth and self-improvement,Work-life balance and time management","Asian Pacific Islander,Hispanic or Latinx","None of the below,NPHC (African American Greek letter organizations),Multicultural Greek Council (MGC),Greek Life (IFC/Panhel),Selective Living Groups (SLG)",Yes,Yes,Yes,Chicago IL,2,6,2,5,3,0,5,10,Gravida duis et a convallis tincidunt in bibendum imperdiet venenatis.
2024-07-09 11:33:23,2024-07-09 11:33:23,Survey Test,,100,0,True,2024-07-09 11:33:23,R_elAJc1NO6bY4DkO,,,,,,,test,,,facilisis,vestibulum,curabitur,tincidunt,"Dolor sem ",testemail@qemailserver.com,"Trinity,School of Nursing,DKU","Class of 2012,Class of 1987,Class of 1969",1,Russian,"Creative Writing,Energy Engineering,Psychology",Sustainability Engagement,Technology / Software / IT,"MSN (Master of Science in Nursing),MPP (Master of Public Policy)","Family Time,Gaming,Gardening","Academic success and study skills,Work-life balance and time management,Emotional support","Middle Eastern,Other","NPHC (African American Greek letter organizations),Multicultural Greek Council (MGC),Greek Life (IFC/Panhel),Duke International Association (IA) / International students,Dance Team",Yes,No Preference,No,Raliegh/Durham/Chapel Hill,1,1,9,7,2,7,3,5,"Wisi ridiculus dapibus sapien ridiculus arcu dapibus? Est accusamus, ipsum."
2024-07-09 11:33:24,2024-07-09 11:33:24,Survey Test,,100,0,True,2024-07-09 11:33:24,R_5byf1GpgdL2i7um,,,,,,,test,,,imperdiet,sollicitudin,fermentum,consequat,Tellus mon,testemail@qemailserver.com,DKU,Class of 1986,2,Classical Languages,"African and African American Studies,Philosophy,Sexuality Studies","Aerospace Engineering,Markets and Management,Science and the Public","Medical,Arts / Creative industries,Veterinary Medicine","PhD (Doctor of Philosophy),Psy.D (Doctor of Psychology),MEM (Master of Environmental Management)","Cooking/Baking,Family Time,Fashion,Fitness,Gaming,Gardening,Pets,Reading,Athletics/Playing Sports,Visual Arts/Crafts,Music/Dance,Watching Sports,Movies/TV,Time with Friends,Fishing/Hunting","Networking and professional connections,Personal growth and self-improvement","Middle Eastern,Prefer not to answer",None of the below,No,Yes,No,Miami/Central Florida/Tampa Bay,6,1,1,6,9,8,3,5,"Suspendisse mattis mi. Suscipit facilisis morbi odio? Culpa, sagittis vehicula phasellus. Ante mattis."
2024-07-09 11:33:24,2024-07-09 11:33:24,Survey Test,,100,0,True,2024-07-09 11:33:24,R_867ekxof4CEIJQW,,,,,,,test,,,ultricies,convallis,ridiculus,ullamcorper,Porta vive,testemail@qemailserver.com,"Sanford,DKU","Class of 1984,Class of 1970",4+,Biology,Linguistics,"Documentary Studies,Ethics and Society",Research and Development,"MEM (Master of Engineering Management),MSN (Master of Science in Nursing)","Gaming,Athletics/Playing Sports,Time with Friends","Career exploration and decision-making,Networking and professional connections,Personal growth and self-improvement","Asian Pacific Islander,Other,Prefer not to answer","None of the below,NPHC (African American Greek letter organizations),Multicultural Greek Council (MGC),Greek Life (IFC/Panhel),Duke International Association (IA) / International students,Dance Team",No,No Preference,Yes,Boston MA,6,4,9,3,9,2,8,9,Ante? Lectus erat. Turpis ut nunc lacus nec neque nullam rutrum ullamcorper.
2024-07-09 11:33:24,2024-07-09 11:33:24,Survey Test,,100,0,True,2024-07-09 11:33:24,R_6Jpv4G7JS53XT7w,,,,,,,test,,,consectetuer,porttitor,fringilla,consequat,Nonummy ma,testemail@qemailserver.com,"Sanford,School of Law,DKU",Class of 2000,1,Italian and European Studies,"Global Cultural Studies,Machine Learning and Artificial Intelligence","Islamic Studies,Jewish Studies,Philosophy Politics and Economics",Dentistry,"MD (Doctor of Medicine),MEd (Master of Education)","Cooking/Baking,Family Time,Fashion,Fitness,Gaming,Gardening,Pets,Athletics/Playing Sports,Travelling,Visual Arts/Crafts,Volunteering,Music/Dance,Watching Sports,Movies/TV,Performing Arts,Fishing/Hunting","Career exploration and decision-making,Skill development in a specific field,Networking and professional connections,Academic success and study skills,Personal growth and self-improvement,Emotional support","Asian Pacific Islander,Black or African-American","NPHC (African American Greek letter organizations),Multicultural Greek Council (MGC),Duke International Association (IA) / International students,Dance Team",Yes,No Preference,No,Richmond VA,10,6,4,5,8,3,1,8,Vitae. Vulputate erat odio rhoncus. Accusamus massa elit gravida fusce? Duis.
2024-07-09 11:33:25,2024-07-09 11:33:25,Survey Test,,100,0,True,2024-07-09 11:33:25,R_3gdyKQgQdJwPuke,,,,,,,test,,,accusamus,ridiculus,convallis,porttitor,"Ridiculus ",testemail@qemailserver.com,School of Law,"Class of 2018,Class of 1960",2,Mechanical Engineering,"Chemistry,Linguistics,Visual Arts",Latin American Studies,Journalism,MSN (Master of Science in Nursing),Fashion,"Skill development in a specific field,Networking and professional connections","Asian Pacific Islander,Black or African-American","NPHC (African American Greek letter organizations),Greek Life (IFC/Panhel),Duke International Association (IA) / International students,Dance Team",Yes,Yes,Yes,Raliegh/Durham/Chapel Hill,2,10,1,2,3,4,5,9,"Gravida potenti egestas sagittis? Tortor interdum porttitor atque tellus tempus proin, suscipit elit."
2024-07-09 11:33:25,2024-07-09 11:33:25,Survey Test,,100,0,True,2024-07-09 11:33:25,R_bI8bMBCBQeODdDo,,,,,,,test,,,accusamus,fermentum,fringilla,sollicitudin,"Nunc, ipsu",testemail@qemailserver.com,"School of Medicine,School of Law",Class of 2023,1,"Biomedical Engineering,Chemistry",Philosophy,"Jewish Studies,Robotics and Automation","Veterinary Medicine,Architecture and Design","MEng (Master of Engineering),DVM (Doctor of Veterinary Medicine)","Cooking/Baking,Family Time,Fashion,Fitness,Gaming,Gardening,Outdoor Activities/Hiking/Camping,Pets,Reading,Athletics/Playing Sports,Travelling,Visual Arts/Crafts,Volunteering,Music/Dance,Watching Sports,Movies/TV,Performing Arts,Time with Friends,Fishing/Hunting",Personal growth and self-improvement,"Asian Pacific Islander,White,Prefer not to answer","Greek Life (IFC/Panhel),Duke International Association (IA) / International students,Selective Living Groups (SLG)",Yes,Yes,No,Boston MA,4,8,6,1,1,3,2,7,Ultrices dolorem morbi accusamus? Suscipit. Accusamus suscipit aliquam augue atque sed vulputate est natoque ullamcorper.
2024-07-09 11:33:25,2024-07-09 11:33:25,Survey Test,,100,0,True,2024-07-09 11:33:25,R_ebL0F98fG5z1uyG,,,,,,,test,,,venenatis,ultricies,curabitur,malesuada,Arcu maece,testemail@qemailserver.com,School of Law,Class of 1969,2,"Global Health,Slavic and Eurasian Studies","Computational Media,Visual and Media Studies",Decision Sciences,"Food and beverage,Pharmaceutical","MEd (Master of Education),MSN (Master of Science in Nursing),MHA (Master of Healthcare Administration)",Outdoor Activities/Hiking/Camping,"Career exploration and decision-making,Skill development in a specific field,Networking and professional connections,Academic success and study skills,Personal growth and self-improvement,Work-life balance and time management,Emotional support","Asian Pacific Islander,White,Prefer not to answer","None of the below,NPHC (African American Greek letter organizations),Multicultural Greek Council (MGC),Duke International Association (IA) / International students,Dance Team,Selective Living Groups (SLG)",Yes,Yes,Yes,Northern California,4,2,9,5,4,7,4,0,Et urna volutpat nunc accumsan ipsum lectus lacus odio dignissim turpis.
2024-07-09 11:33:26,2024-07-09 11:33:26,Survey Test,,100,0,True,2024-07-09 11:33:26,R_5ih8JEXxaO8ITzM,,,,,,,test,,,imperdiet,suspendisse,fermentum,suspendisse,Primis ele,testemail@qemailserver.com,School of Law,"Class of 1985,Class of 1953",1,Undecided,"Biology,Linguistics,Musical Theater","Health Policy,Science and the Public","Healthcare,Transportation and logistics,Veterinary Medicine","MFA (Master of Fine Arts),MSW (Master of Social Work),DVM (Doctor of Veterinary Medicine)","Cooking/Baking,Family Time,Fitness,Gaming,Gardening,Outdoor Activities/Hiking/Camping,Pets,Reading,Travelling,Visual Arts/Crafts,Volunteering,Watching Sports,Performing Arts","Career exploration and decision-making,Academic success and study skills,Work-life balance and time management,Emotional support","Black or African-American,Other,Prefer not to answer","None of the below,Multicultural Greek Council (MGC),Greek Life (IFC/Panhel),Selective Living Groups (SLG)",Yes,No Preference,Yes,Atlanta GA,9,6,1,8,4,5,5,9,Nullam posuere tempor facilisi amet pretium consectetuer? Erat tempus primis imperdiet facilisis wisi lectus. Felis.
2024-07-09 11:33:26,2024-07-09 11:33:26,Survey Test,,100,0,True,2024-07-09 11:33:26,R_6tHQDwOsI5BlTv0,,,,,,,test,,,tincidunt,venenatis,facilisis,consequat,Tempus por,testemail@qemailserver.com,The Graduate School,"Class of 1990,Class of 1961",3,"Interdisciplinary Engineering and Applied Science (IDEAS),Marine Science and Conservation","Asian American and Diaspora Studies,Cultural Anthropology,Physics","Philosophy Politics and Economics,Policy Journalism and Media Studies",Retail and e-commerce,"MHA (Master of Healthcare Administration),DVM (Doctor of Veterinary Medicine)","Cooking/Baking,Family Time,Fitness,Travelling,Movies/TV","Skill development in a specific field,Networking and professional connections,Work-life balance and time management","Middle Eastern,Prefer not to answer",Dance Team,Yes,Yes,Yes,Charlotte NC,6,8,8,9,6,2,7,4,"Blandit posuere augue nec? In facilisis ipsum porta blandit. Elementum, velit risus."
2024-07-09 11:33:26,2024-07-09 11:33:26,Survey Test,,100,0,True,2024-07-09 11:33:27,R_elCDrdbCEG4YLmS,,,,,,,test,,,ultricies,ultricies,suspendisse,sollicitudin,Eget posue,testemail@qemailserver.com,School of Medicine,"Class of 1999,Class of 1981",2,Computational Media,"Earth and Climate Sciences,Russian and East European Literatures in Translation","Architectural Engineering,Policy Journalism and Media Studies,Sustainability Engagement","Hospitality and tourism,Retail and e-commerce","MBA (Masters of Business Administration),Psy.D (Doctor of Psychology),MEng (Master of Engineering)","Cooking/Baking,Family Time,Fashion,Fitness,Gaming,Gardening,Outdoor Activities/Hiking/Camping,Pets,Reading,Athletics/Playing Sports,Travelling,Visual Arts/Crafts,Volunteering,Watching Sports,Performing Arts,Time with Friends,Fishing/Hunting","Career exploration and decision-making,Skill development in a specific field,Academic success and study skills,Personal growth and self-improvement,Work-life balance and time management,Emotional support",Middle Eastern,"NPHC (African American Greek letter organizations),Multicultural Greek Council (MGC),Greek Life (IFC/Panhel),Duke International Association (IA) / International students,Selective Living Groups (SLG)",Yes,Yes,Yes,Raliegh/Durham/Chapel Hill,4,5,7,6,0,5,3,10,"Pretium laoreet leo suscipit, mauris. Felis auctor dapibus non vivamus magna arcu quam quis commodo."
2024-07-09 11:33:27,2024-07-09 11:33:27,Survey Test,,100,0,True,2024-07-09 11:33:27,R_cBHqOkU9OxAMAKi,,,,,,,test,,,ullamcorper,ultricies,ultricies,curabitur,Ligula bla,testemail@qemailserver.com,"Sanford,School of Medicine",Class of 2009,1,"International Comparative Studies,Physics",French Studies,"Jewish Studies,Materials Science and Engineering","Manufacturing and engineering,Politics / Government and public sector,Construction","MA (Master of Arts),MEM (Master of Engineering Management)","Reading,Fishing/Hunting","Academic success and study skills,Personal growth and self-improvement",Middle Eastern,"NPHC (African American Greek letter organizations),Greek Life (IFC/Panhel),Duke International Association (IA) / International students,Selective Living Groups (SLG)",No,No Preference,Yes,Atlanta GA,2,2,8,7,8,8,5,8,Aenean curabitur dignissim! Volutpat elit augue aenean posuere metus. Leo dui? Laoreet nulla ipsum.
2024-07-09 11:33:27,2024-07-09 11:33:27,Survey Test,,100,0,True,2024-07-09 11:33:27,R_eEe0bBmoZCC0W2y,,,,,,,test,,,consectetuer,dignissim,fringilla,imperdiet,Suspendiss,testemail@qemailserver.com,"Pratt,Fuqua","Class of 1996,Class of 1955",2,"Music,Religious Studies","German,Marine Science and Conservation,Religious Studies",Science and the Public,Energy and utilities,"PhD (Doctor of Philosophy),MPH (Master of Public Health),MEng (Master of Engineering)","Family Time,Volunteering,Music/Dance,Movies/TV,Performing Arts","Skill development in a specific field,Academic success and study skills,Personal growth and self-improvement,Emotional support",Asian Pacific Islander,"None of the below,NPHC (African American Greek letter organizations),Greek Life (IFC/Panhel),Dance Team,Selective Living Groups (SLG)",Yes,No Preference,No,Chicago IL,2,5,6,9,9,0,10,5,Aenean fusce primis atque magnis lacus blandit ante rhoncus donec ultricies venenatis et montes nonummy.
2024-07-09 11:33:27,2024-07-09 11:33:27,Survey Test,,100,0,True,2024-07-09 11:33:28,R_07J237oWUE0NPts,,,,,,,test,,,dignissim,vulputate,suspendisse,dignissim,Vel praese,testemail@qemailserver.com,"Trinity,Sanford,Divinity School","Class of 2005,Class of 1983",2,"Classical Civilization,Mechanical Engineering,Slavic and Eurasian Studies","Medical Sociology,Political Science",Policy Journalism and Media Studies,"Transportation and logistics,Accounting,Private Equity","MBA (Masters of Business Administration),MHA (Master of Healthcare Administration),MPH (Master of Public Health)","Cooking/Baking,Family Time,Fitness,Gaming,Gardening,Outdoor Activities/Hiking/Camping,Pets,Reading,Athletics/Playing Sports,Travelling,Volunteering,Music/Dance,Watching Sports,Performing Arts,Time with Friends,Fishing/Hunting","Skill development in a specific field,Networking and professional connections,Personal growth and self-improvement","Asian Pacific Islander,Middle Eastern,Prefer not to answer","None of the below,NPHC (African American Greek letter organizations),Multicultural Greek Council (MGC),Greek Life (IFC/Panhel),Selective Living Groups (SLG)",Yes,Yes,Yes,Baltimore MD,7,5,9,3,2,9,3,9,"Placerat vestibulum ut molestie turpis. Nulla. Consectetuer massa ac maecenas malesuada nulla. Eu, natoque neque."
